rcno,rcdt,stus,tin,ptyp,yerr,amount,channel
50001680,2023-07-22,0,101296A,SA,2023,1573.96,BANK
50001681,2024-08-04,0,101296A,SA,2024,400.48,COUNTER
50001682,2025-06-22,0,101296A,SA,2025,5935.24,PORTAL
50001683,2023-12-10,0,101305H,VAT,2023,255.88,PORTAL
50001684,2024-04-19,0,101305H,VAT,2024,3613.57,PORTAL
50001685,2026-01-27,0,101305H,VAT,2025,7540.67,DD
50001686,2023-12-16,0,101310H,VAT,2023,38.04,COUNTER
50001687,2024-08-11,0,101310H,VAT,2024,8.62,COUNTER
50001688,2025-04-04,0,101310H,VAT,2025,21.14,PORTAL
50001689,2022-10-09,8,101310H,FSS,2022,64.25,DD
50001690,2023-12-31,0,101310H,FSS,2023,17.36,PORTAL
50001691,2024-06-30,0,101310H,FSS,2024,212.3,BANK
50001692,2025-05-08,0,101310H,FSS,2025,174.19,PORTAL
50001693,2023-06-01,0,101320B,SSC,2023,2044.73,DD
50001694,2024-10-01,0,101320B,SSC,2024,1753.76,COUNTER
50001695,2025-10-04,0,101320B,SSC,2025,1743.38,BANK
50001696,2020-08-25,0,101320B,CIT,2020,1199.78,BANK
50001697,2021-07-18,0,101320B,CIT,2021,149.25,COUNTER
50001698,2022-08-27,0,101320B,CIT,2022,1850.3,DD
50001699,2023-06-19,0,101320B,CIT,2023,1835.74,COUNTER
50001700,2024-07-03,0,101320B,CIT,2024,2582.18,PORTAL
50001701,2025-08-14,0,101320B,CIT,2025,6425.79,DD
50001702,2022-06-25,0,101320B,VAT,2022,1947.61,BANK
50001703,2023-05-31,0,101320B,VAT,2023,2389.34,BANK
50001704,2024-12-30,0,101320B,VAT,2024,1878.78,DD
50001705,2025-06-10,0,101320B,VAT,2025,6649.96,PORTAL
50001706,2021-04-01,0,101323H,VAT,2021,1521.69,BANK
50001707,2022-05-12,0,101323H,VAT,2022,168.11,PORTAL
50001708,2023-09-25,0,101323H,VAT,2023,2215.37,DD
50001709,2024-09-17,0,101323H,VAT,2024,3024.29,DD
50001710,2025-10-29,0,101323H,VAT,2025,4579.83,COUNTER
50001711,2023-06-03,0,101323H,FSS,2023,1904.81,DD
50001712,2024-05-02,0,101323H,FSS,2024,2538.63,COUNTER
50001713,2025-10-06,0,101323H,FSS,2025,4131.44,PORTAL
50001714,2020-07-19,0,101333G,FSS,2020,999.54,BANK
50001715,2021-09-30,0,101333G,FSS,2021,2091.17,COUNTER
50001716,2022-11-29,0,101333G,FSS,2022,1535.23,COUNTER
50001717,2023-05-01,0,101333G,FSS,2023,365.41,DD
50001718,2025-01-28,0,101333G,FSS,2024,275.1,COUNTER
50001719,2025-10-14,0,101333G,FSS,2025,4190.32,COUNTER
50001720,2021-06-26,0,101333G,CIT,2021,368.53,PORTAL
50001721,2022-07-24,0,101333G,CIT,2022,226.2,BANK
50001722,2023-06-21,0,101333G,CIT,2023,378.75,COUNTER
50001723,2024-07-07,0,101333G,CIT,2024,222.46,BANK
50001724,2025-07-03,0,101333G,CIT,2025,3775.58,PORTAL
50001725,2020-03-10,0,101338B,VAT,2020,8.74,PORTAL
50001726,2021-12-14,0,101338B,VAT,2021,4.8,PORTAL
50001727,2023-01-29,0,101338B,VAT,2022,1.84,DD
50001728,2023-10-24,0,101338B,VAT,2023,1.12,PORTAL
50001729,2024-10-28,0,101338B,VAT,2024,12.44,DD
50001730,2025-06-09,0,101338B,VAT,2025,9.51,DD
50001731,2022-02-07,0,101338B,FSS,2021,4.26,DD
50001732,2023-01-22,0,101338B,FSS,2022,7.24,DD
50001733,2023-11-29,0,101338B,FSS,2023,20.48,COUNTER
50001734,2024-12-30,0,101338B,FSS,2024,9.9,BANK
50001735,2025-12-21,0,101338B,FSS,2025,21.85,COUNTER
50001736,2020-06-20,0,101346A,CIT,2020,507.57,PORTAL
50001737,2021-07-10,8,101346A,CIT,2021,1573.79,PORTAL
50001738,2022-07-29,0,101346A,CIT,2022,458.58,BANK
50001739,2023-07-22,0,101346A,CIT,2023,2204.13,DD
50001740,2024-08-17,0,101346A,CIT,2024,1645.4,DD
50001741,2025-08-17,0,101346A,CIT,2025,582.98,BANK
50001742,2020-10-12,0,101346A,SSC,2020,806.87,PORTAL
50001743,2021-11-12,0,101346A,SSC,2021,112.57,COUNTER
50001744,2022-03-08,0,101346A,SSC,2022,1648.35,BANK
50001745,2023-12-16,0,101346A,SSC,2023,551.28,PORTAL
50001746,2024-12-26,0,101346A,SSC,2024,2056.26,COUNTER
50001747,2025-11-29,0,101346A,SSC,2025,1029.69,DD
50001748,2022-10-17,0,101346A,FSS,2022,683.57,PORTAL
50001749,2023-12-26,0,101346A,FSS,2023,414.37,BANK
50001750,2025-01-07,0,101346A,FSS,2024,3153.26,DD
50001751,2025-03-26,0,101346A,FSS,2025,1510.62,COUNTER
50001752,2023-03-08,0,101346A,VAT,2023,1593.31,DD
50001753,2024-06-12,0,101346A,VAT,2024,1147.75,PORTAL
50001754,2026-01-08,0,101346A,VAT,2025,5702.05,DD
50001755,2022-08-19,0,101352G,CIT,2022,1.57,DD
50001756,2023-08-01,0,101352G,CIT,2023,2.57,BANK
50001757,2024-08-28,0,101352G,CIT,2024,1.55,PORTAL
50001758,2025-08-08,0,101352G,CIT,2025,1.33,BANK
50001759,2020-08-07,0,101352G,CIT,2020,0.79,COUNTER
50001760,2021-06-10,0,101352G,CIT,2021,3.11,COUNTER
50001761,2023-08-18,0,101352G,CIT,2023,3.24,PORTAL
50001762,2024-07-23,0,101352G,CIT,2024,1.47,COUNTER
50001763,2025-08-17,0,101352G,CIT,2025,7.74,PORTAL
50001764,2022-03-07,0,101352G,SSC,2022,2.54,DD
50001765,2023-08-26,0,101352G,SSC,2023,2.06,DD
50001766,2025-01-28,0,101352G,SSC,2024,6.03,BANK
50001767,2025-12-08,0,101352G,SSC,2025,7.89,COUNTER
50001768,2023-12-23,0,101352G,FSS,2023,2.78,DD
50001769,2024-12-13,0,101352G,FSS,2024,2.26,DD
50001770,2025-02-24,0,101352G,FSS,2025,2.94,COUNTER
50001771,2022-09-11,0,101358B,FSS,2022,1700.43,BANK
50001772,2023-04-13,0,101358B,FSS,2023,1420.31,COUNTER
50001773,2025-01-17,0,101358B,FSS,2024,1201.76,COUNTER
50001774,2025-04-09,0,101358B,FSS,2025,2034.32,BANK
50001775,2021-07-27,0,101358B,CIT,2021,1386.58,PORTAL
50001776,2022-07-10,0,101358B,CIT,2022,1422.62,PORTAL
50001777,2023-08-05,0,101358B,CIT,2023,2573.88,COUNTER
50001778,2024-07-16,0,101358B,CIT,2024,312.53,PORTAL
50001779,2025-08-18,0,101358B,CIT,2025,7752.17,BANK
50001780,2021-03-25,0,101369H,SSC,2021,528.1,PORTAL
50001781,2022-04-24,0,101369H,SSC,2022,610.0,DD
50001782,2023-06-21,0,101369H,SSC,2023,872.58,PORTAL
50001783,2024-04-19,0,101369H,SSC,2024,729.63,COUNTER
50001784,2025-05-04,0,101369H,SSC,2025,2152.26,PORTAL
50001785,2020-03-09,0,101369H,VAT,2020,918.95,BANK
50001786,2021-09-03,0,101369H,VAT,2021,1448.84,BANK
50001787,2022-09-11,0,101369H,VAT,2022,723.35,PORTAL
50001788,2023-09-09,0,101369H,VAT,2023,143.77,COUNTER
50001789,2025-02-02,0,101369H,VAT,2024,2636.92,COUNTER
50001790,2025-05-27,0,101369H,VAT,2025,6913.92,COUNTER
50001791,2020-07-22,0,101376B,CIT,2020,1.04,COUNTER
50001792,2021-08-26,8,101376B,CIT,2021,0.62,DD
50001793,2023-06-22,0,101376B,CIT,2023,0.68,DD
50001794,2024-08-20,0,101376B,CIT,2024,1.01,COUNTER
50001795,2025-06-13,0,101376B,CIT,2025,2.09,BANK
50001796,2020-08-03,0,101383B,SA,2020,22.38,COUNTER
50001797,2021-07-08,0,101383B,SA,2021,52.61,DD
50001798,2022-08-07,0,101383B,SA,2022,67.83,DD
50001799,2023-08-21,0,101383B,SA,2023,178.36,PORTAL
50001800,2024-07-27,0,101383B,SA,2024,2.82,COUNTER
50001801,2025-06-13,0,101383B,SA,2025,61.08,BANK
50001802,2021-07-29,0,101383B,SSC,2021,72.73,PORTAL
50001803,2022-09-23,0,101383B,SSC,2022,39.95,PORTAL
50001804,2023-06-06,0,101383B,SSC,2023,87.15,BANK
50001805,2024-06-21,0,101383B,SSC,2024,126.48,BANK
50001806,2025-12-04,0,101383B,SSC,2025,302.29,PORTAL
50001807,2021-06-19,0,101389L,SA,2021,0.65,PORTAL
50001808,2022-07-26,0,101389L,SA,2022,6.66,COUNTER
50001809,2023-06-15,0,101389L,SA,2023,6.45,BANK
50001810,2024-07-21,0,101389L,SA,2024,2.49,COUNTER
50001811,2025-08-23,0,101389L,SA,2025,8.16,PORTAL
50001812,2022-07-12,0,101389L,CIT,2022,5.91,COUNTER
50001813,2023-08-23,0,101389L,CIT,2023,7.09,PORTAL
50001814,2024-06-28,0,101389L,CIT,2024,22.56,BANK
50001815,2025-08-13,0,101389L,CIT,2025,11.06,PORTAL
50001816,2021-06-18,0,101396L,CIT,2021,356.01,DD
50001817,2022-08-08,0,101396L,CIT,2022,1199.89,DD
50001818,2023-07-22,0,101396L,CIT,2023,1594.97,PORTAL
50001819,2024-07-29,0,101396L,CIT,2024,3516.94,PORTAL
50001820,2025-08-26,0,101396L,CIT,2025,4624.98,BANK
50001821,2020-07-05,0,101396L,CIT,2020,674.17,DD
50001822,2021-07-03,0,101396L,CIT,2021,144.51,COUNTER
50001823,2022-06-30,0,101396L,CIT,2022,166.09,DD
50001824,2023-06-12,0,101396L,CIT,2023,947.49,PORTAL
50001825,2024-06-26,0,101396L,CIT,2024,560.25,DD
50001826,2025-06-24,0,101396L,CIT,2025,4155.95,PORTAL
50001827,2023-03-15,0,101396L,FSS,2023,1632.01,PORTAL
50001828,2025-01-29,0,101396L,FSS,2024,3844.6,COUNTER
50001829,2025-09-11,0,101396L,FSS,2025,5338.47,DD
50001830,2020-06-16,0,101396L,VAT,2020,87.74,PORTAL
50001831,2021-04-11,0,101396L,VAT,2021,1501.68,PORTAL
50001832,2022-09-13,0,101396L,VAT,2022,1711.97,COUNTER
50001833,2024-02-12,0,101396L,VAT,2023,1272.06,PORTAL
50001834,2024-12-17,0,101396L,VAT,2024,3929.74,COUNTER
50001835,2025-04-29,0,101396L,VAT,2025,3388.69,PORTAL
50001836,2024-01-29,0,101401M,VAT,2023,1937.56,COUNTER
50001837,2024-03-04,0,101401M,VAT,2024,1442.55,DD
50001838,2026-01-27,0,101401M,VAT,2025,1698.64,COUNTER
50001839,2020-08-21,0,101401M,CIT,2020,32.01,BANK
50001840,2021-08-22,0,101401M,CIT,2021,1482.06,BANK
50001841,2022-07-11,0,101401M,CIT,2022,488.8,DD
50001842,2023-07-19,0,101401M,CIT,2023,2244.47,COUNTER
50001843,2024-06-15,0,101401M,CIT,2024,1780.25,BANK
50001844,2025-06-17,0,101401M,CIT,2025,1211.78,PORTAL
50001845,2021-12-09,0,101401M,SSC,2021,1191.59,COUNTER
50001846,2023-01-11,0,101401M,SSC,2022,1518.49,DD
50001847,2023-04-11,0,101401M,SSC,2023,2590.95,COUNTER
50001848,2024-06-01,8,101401M,SSC,2024,829.07,PORTAL
50001849,2025-06-14,0,101401M,SSC,2025,7203.08,DD
50001850,2022-10-10,0,101410B,SSC,2022,1951.83,BANK
50001851,2023-08-04,0,101410B,SSC,2023,413.29,COUNTER
50001852,2025-01-09,0,101410B,SSC,2024,3847.17,PORTAL
50001853,2026-01-30,0,101410B,SSC,2025,2423.13,DD
50001854,2021-12-15,0,101410B,VAT,2021,655.69,DD
50001855,2023-02-01,0,101410B,VAT,2022,1569.28,PORTAL
50001856,2023-12-03,0,101410B,VAT,2023,610.7,DD
50001857,2025-01-23,0,101410B,VAT,2024,3907.18,BANK
50001858,2025-10-10,0,101410B,VAT,2025,6448.64,COUNTER
50001859,2023-10-04,0,101415M,FSS,2023,8476.23,PORTAL
50001860,2024-07-15,0,101415M,FSS,2024,23333.64,BANK
50001861,2025-12-01,0,101415M,FSS,2025,2319.12,BANK
50001862,2020-07-14,0,101422G,SA,2020,1216.01,DD
50001863,2021-07-25,0,101422G,SA,2021,256.02,BANK
50001864,2022-07-31,0,101422G,SA,2022,1940.65,PORTAL
50001865,2023-08-18,0,101422G,SA,2023,2605.04,DD
50001866,2024-08-05,0,101422G,SA,2024,3506.54,PORTAL
50001867,2025-07-28,0,101422G,SA,2025,3450.79,DD
50001868,2023-08-04,0,101431A,FSS,2023,3.15,COUNTER
50001869,2024-07-13,0,101431A,FSS,2024,1.01,PORTAL
50001870,2025-03-19,0,101431A,FSS,2025,5.69,DD
50001871,2020-08-09,0,101439M,CIT,2020,593.69,BANK
50001872,2021-08-19,0,101439M,CIT,2021,511.8,PORTAL
50001873,2022-07-11,0,101439M,CIT,2022,469.06,DD
50001874,2023-08-26,0,101439M,CIT,2023,48.95,DD
50001875,2024-06-20,0,101439M,CIT,2024,3003.81,DD
50001876,2025-08-13,0,101439M,CIT,2025,1711.03,PORTAL
50001877,2023-06-27,0,101439M,CIT,2023,44.76,DD
50001878,2024-08-22,0,101439M,CIT,2024,5106.3,BANK
50001879,2025-06-22,0,101439M,CIT,2025,2519.02,BANK
50001880,2021-05-29,0,101439M,SSC,2021,754.4,BANK
50001881,2022-04-30,0,101439M,SSC,2022,481.32,BANK
50001882,2023-03-20,0,101439M,SSC,2023,2179.9,PORTAL
50001883,2024-07-09,0,101439M,SSC,2024,2615.19,DD
50001884,2026-01-06,0,101439M,SSC,2025,5553.64,BANK
50001885,2022-08-08,0,101444L,FSS,2022,1238.91,DD
50001886,2023-03-18,0,101444L,FSS,2023,1992.89,PORTAL
50001887,2024-10-29,0,101444L,FSS,2024,2542.67,BANK
50001888,2025-07-16,0,101444L,FSS,2025,1802.81,PORTAL
50001889,2022-01-06,0,101444L,VAT,2021,366.64,COUNTER
50001890,2022-08-29,0,101444L,VAT,2022,1283.9,COUNTER
50001891,2023-12-08,0,101444L,VAT,2023,1025.19,BANK
50001892,2024-09-18,0,101444L,VAT,2024,3063.28,DD
50001893,2026-01-09,0,101444L,VAT,2025,3266.27,DD
50001894,2023-06-16,0,101444L,CIT,2023,2440.61,BANK
50001895,2024-06-27,0,101444L,CIT,2024,1359.05,BANK
50001896,2025-06-18,0,101444L,CIT,2025,3772.73,DD
50001897,2021-06-27,0,101444L,CIT,2021,1420.99,PORTAL
50001898,2022-08-28,0,101444L,CIT,2022,870.78,COUNTER
50001899,2023-06-20,0,101444L,CIT,2023,184.53,DD
50001900,2024-08-21,0,101444L,CIT,2024,2851.66,BANK
50001901,2025-06-13,0,101444L,CIT,2025,633.43,BANK
50001902,2022-10-11,0,101452H,FSS,2022,1068.03,DD
50001903,2023-03-25,0,101452H,FSS,2023,695.21,DD
50001904,2024-06-23,0,101452H,FSS,2024,464.15,BANK
50001905,2025-11-28,0,101452H,FSS,2025,7055.03,PORTAL
50001906,2021-03-09,0,101457A,VAT,2021,993.36,DD
50001907,2022-04-25,0,101457A,VAT,2022,417.1,DD
50001908,2023-10-01,0,101457A,VAT,2023,2090.39,PORTAL
50001909,2024-08-31,0,101457A,VAT,2024,1422.25,DD
50001910,2026-01-18,0,101457A,VAT,2025,5820.07,DD
50001911,2021-09-10,0,101463M,VAT,2021,1.37,BANK
50001912,2023-11-10,0,101463M,VAT,2023,2.99,BANK
50001913,2025-01-25,0,101463M,VAT,2024,7.67,COUNTER
50001914,2025-12-07,0,101463M,VAT,2025,6.4,DD
50001915,2022-06-25,0,101463M,SSC,2022,0.63,DD
50001916,2023-03-11,0,101463M,SSC,2023,4.01,COUNTER
50001917,2024-10-29,0,101463M,SSC,2024,2.81,PORTAL
50001918,2025-08-28,0,101463M,SSC,2025,7.12,PORTAL
50001919,2022-02-07,0,101474M,FSS,2021,4.98,DD
50001920,2023-07-25,0,101474M,FSS,2023,4.94,COUNTER
50001921,2024-02-25,0,101474M,FSS,2024,5.5,BANK
50001922,2026-02-12,0,101474M,FSS,2025,6.16,PORTAL
50001923,2020-06-25,0,101474M,SA,2020,4.9,DD
50001924,2021-08-01,0,101474M,SA,2021,5.69,BANK
50001925,2022-07-28,0,101474M,SA,2022,1.86,COUNTER
50001926,2023-06-13,8,101474M,SA,2023,6.92,DD
50001927,2024-07-12,0,101474M,SA,2024,0.55,PORTAL
50001928,2025-06-30,0,101474M,SA,2025,25.17,COUNTER
50001929,2021-12-31,0,101477A,VAT,2021,770.21,PORTAL
50001930,2022-04-04,0,101477A,VAT,2022,175.71,COUNTER
50001931,2023-03-08,0,101477A,VAT,2023,537.61,DD
50001932,2024-04-26,0,101477A,VAT,2024,2129.09,PORTAL
50001933,2026-01-29,0,101477A,VAT,2025,7893.06,COUNTER
50001934,2023-10-20,0,101477A,SSC,2023,1491.69,COUNTER
50001935,2024-10-15,0,101477A,SSC,2024,1059.08,BANK
50001936,2025-12-03,0,101477A,SSC,2025,3043.07,COUNTER
50001937,2023-07-07,0,101485A,CIT,2023,2631.46,BANK
50001938,2024-06-17,0,101485A,CIT,2024,1485.83,COUNTER
50001939,2025-06-13,0,101485A,CIT,2025,4790.44,PORTAL
50001940,2022-10-07,0,101485A,FSS,2022,184.85,BANK
50001941,2024-01-05,0,101485A,FSS,2023,1763.86,COUNTER
50001942,2024-07-07,0,101485A,FSS,2024,2468.39,DD
50001943,2025-03-13,0,101485A,FSS,2025,1178.63,DD
50001944,2023-01-24,0,101491B,VAT,2022,1617.25,PORTAL
50001945,2024-01-20,0,101491B,VAT,2023,1245.65,PORTAL
50001946,2025-01-16,0,101491B,VAT,2024,3840.63,BANK
50001947,2025-04-15,0,101491B,VAT,2025,3201.64,DD
50001948,2023-07-21,0,101499H,SA,2023,442.84,PORTAL
50001949,2024-06-16,0,101499H,SA,2024,2851.89,BANK
50001950,2025-06-22,0,101499H,SA,2025,4783.53,DD
50001951,2023-12-25,0,101509G,SSC,2023,16643.04,BANK
50001952,2025-01-22,0,101509G,SSC,2024,9135.2,PORTAL
50001953,2025-11-13,0,101509G,SSC,2025,29554.1,COUNTER
50001954,2021-04-06,0,101516G,VAT,2021,1.4,PORTAL
50001955,2022-04-12,0,101516G,VAT,2022,1.39,DD
50001956,2023-11-28,0,101516G,VAT,2023,3.44,DD
50001957,2025-01-07,0,101516G,VAT,2024,0.7,BANK
50001958,2025-12-12,0,101516G,VAT,2025,4.92,DD
50001959,2021-01-16,0,101520M,SSC,2020,2.35,BANK
50001960,2022-08-14,0,101520M,SSC,2022,0.72,COUNTER
50001961,2023-06-15,0,101520M,SSC,2023,8.76,COUNTER
50001962,2024-11-29,0,101520M,SSC,2024,10.57,PORTAL
50001963,2025-04-14,0,101520M,SSC,2025,22.73,BANK
50001964,2020-06-10,0,101520M,FSS,2020,0.93,PORTAL
50001965,2021-07-07,0,101520M,FSS,2021,2.96,DD
50001966,2022-04-01,0,101520M,FSS,2022,4.14,DD
50001967,2023-09-18,0,101520M,FSS,2023,4.15,DD
50001968,2024-04-20,0,101520M,FSS,2024,19.09,DD
50001969,2025-03-23,0,101520M,FSS,2025,18.54,COUNTER
50001970,2022-03-12,0,101530L,FSS,2022,75.77,DD
50001971,2023-05-27,0,101530L,FSS,2023,38.85,PORTAL
50001972,2024-03-17,0,101530L,FSS,2024,94.09,PORTAL
50001973,2025-03-06,0,101530L,FSS,2025,325.9,COUNTER
50001974,2020-05-01,0,101537B,SSC,2020,524.46,DD
50001975,2021-04-16,0,101537B,SSC,2021,320.66,COUNTER
50001976,2022-06-28,0,101537B,SSC,2022,260.73,DD
50001977,2023-09-21,0,101537B,SSC,2023,370.35,BANK
50001978,2024-12-14,0,101537B,SSC,2024,2835.98,COUNTER
50001979,2025-12-18,0,101537B,SSC,2025,1520.26,COUNTER
50001980,2022-12-06,0,101540A,SSC,2022,273.77,DD
50001981,2023-08-13,0,101540A,SSC,2023,2062.54,BANK
50001982,2024-07-19,0,101540A,SSC,2024,894.36,DD
50001983,2026-01-27,0,101540A,SSC,2025,405.82,COUNTER
50001984,2022-08-03,0,101549M,CIT,2022,663.09,BANK
50001985,2023-08-06,0,101549M,CIT,2023,525.29,DD
50001986,2024-06-16,0,101549M,CIT,2024,3538.8,COUNTER
50001987,2025-07-01,0,101549M,CIT,2025,2919.72,COUNTER
50001988,2021-07-03,0,101549M,FSS,2021,1329.77,COUNTER
50001989,2022-03-06,0,101549M,FSS,2022,487.56,BANK
50001990,2024-02-13,0,101549M,FSS,2023,949.16,PORTAL
50001991,2024-07-16,0,101549M,FSS,2024,3226.39,BANK
50001992,2025-06-19,0,101549M,FSS,2025,4377.13,DD
50001993,2021-04-28,0,101556B,SSC,2021,1483.56,COUNTER
50001994,2022-12-04,0,101556B,SSC,2022,1432.11,COUNTER
50001995,2023-12-22,0,101556B,SSC,2023,731.52,DD
50001996,2024-04-04,0,101556B,SSC,2024,1893.93,PORTAL
50001997,2025-03-12,0,101556B,SSC,2025,5222.06,PORTAL
50001998,2022-08-14,0,101556B,VAT,2022,383.77,PORTAL
50001999,2023-09-14,0,101556B,VAT,2023,2239.68,BANK
50002000,2024-05-12,0,101556B,VAT,2024,90.89,DD
50002001,2025-09-19,0,101556B,VAT,2025,675.37,PORTAL
50002002,2020-07-20,8,101563B,SSC,2020,20.05,DD
50002003,2021-05-28,8,101563B,SSC,2021,42.11,PORTAL
50002004,2022-04-14,0,101563B,SSC,2022,153.71,BANK
50002005,2023-09-16,0,101563B,SSC,2023,74.45,BANK
50002006,2024-06-09,0,101563B,SSC,2024,109.96,BANK
50002007,2025-12-30,0,101563B,SSC,2025,23.71,PORTAL
50002008,2022-09-28,0,101568H,FSS,2022,1959.45,BANK
50002009,2024-01-30,0,101568H,FSS,2023,1860.35,DD
50002010,2024-09-15,0,101568H,FSS,2024,1830.61,BANK
50002011,2025-06-19,0,101568H,FSS,2025,6189.96,PORTAL
50002012,2021-12-24,0,101568H,VAT,2021,421.39,COUNTER
50002013,2022-08-29,0,101568H,VAT,2022,800.14,BANK
50002014,2024-01-08,0,101568H,VAT,2023,2489.15,PORTAL
50002015,2024-06-24,0,101568H,VAT,2024,102.13,DD
50002016,2025-05-11,0,101568H,VAT,2025,1884.31,COUNTER
50002017,2023-07-29,0,101578L,CIT,2023,1466.04,DD
50002018,2024-08-19,0,101578L,CIT,2024,3908.64,PORTAL
50002019,2025-06-12,0,101578L,CIT,2025,3284.42,BANK
50002020,2020-05-27,0,101578L,FSS,2020,414.35,DD
50002021,2021-05-07,0,101578L,FSS,2021,80.02,COUNTER
50002022,2022-12-04,0,101578L,FSS,2022,203.06,BANK
50002023,2023-10-18,0,101578L,FSS,2023,1649.38,DD
50002024,2024-08-03,8,101578L,FSS,2024,1134.34,PORTAL
50002025,2025-10-10,0,101578L,FSS,2025,6176.77,PORTAL
50002026,2020-07-13,8,101578L,CIT,2020,421.16,PORTAL
50002027,2021-08-17,0,101578L,CIT,2021,884.02,COUNTER
50002028,2022-06-20,0,101578L,CIT,2022,1877.18,DD
50002029,2023-06-16,0,101578L,CIT,2023,1034.14,COUNTER
50002030,2024-07-18,0,101578L,CIT,2024,1781.97,BANK
50002031,2025-07-21,0,101578L,CIT,2025,378.89,BANK
50002032,2021-06-13,8,101584A,VAT,2021,271.87,BANK
50002033,2022-08-26,0,101584A,VAT,2022,1045.15,DD
50002034,2023-11-03,0,101584A,VAT,2023,1615.02,DD
50002035,2024-10-08,0,101584A,VAT,2024,1837.27,PORTAL
50002036,2025-12-20,0,101584A,VAT,2025,2286.15,COUNTER
50002037,2020-10-10,0,101584A,SSC,2020,596.38,BANK
50002038,2021-10-31,0,101584A,SSC,2021,369.43,BANK
50002039,2022-07-05,0,101584A,SSC,2022,1514.48,DD
50002040,2023-10-04,0,101584A,SSC,2023,1589.78,PORTAL
50002041,2024-08-03,0,101584A,SSC,2024,3135.43,BANK
50002042,2025-06-20,0,101584A,SSC,2025,7725.31,PORTAL
50002043,2020-06-26,0,101589M,FSS,2020,582.74,PORTAL
50002044,2021-12-28,0,101589M,FSS,2021,79.72,COUNTER
50002045,2022-12-07,0,101589M,FSS,2022,860.83,DD
50002046,2023-07-20,0,101589M,FSS,2023,1488.19,COUNTER
50002047,2024-02-24,0,101589M,FSS,2024,2933.26,COUNTER
50002048,2025-04-17,0,101589M,FSS,2025,6086.99,BANK
50002049,2022-11-08,0,101598L,VAT,2022,1129.3,DD
50002050,2024-02-12,0,101598L,VAT,2023,1398.36,COUNTER
50002051,2024-07-27,0,101598L,VAT,2024,2596.31,PORTAL
50002052,2025-11-27,0,101598L,VAT,2025,2257.46,COUNTER
50002053,2020-11-07,0,101606M,VAT,2020,78.73,COUNTER
50002054,2021-05-28,0,101606M,VAT,2021,893.86,BANK
50002055,2022-07-18,0,101606M,VAT,2022,288.51,PORTAL
50002056,2023-02-24,0,101606M,VAT,2023,2547.82,COUNTER
50002057,2024-06-10,0,101606M,VAT,2024,171.04,BANK
50002058,2025-08-08,0,101606M,VAT,2025,3436.69,PORTAL
50002059,2021-01-01,0,101606M,FSS,2020,920.22,COUNTER
50002060,2021-12-31,0,101606M,FSS,2021,380.55,DD
50002061,2022-04-23,0,101606M,FSS,2022,756.96,PORTAL
50002062,2024-02-11,8,101606M,FSS,2023,1757.45,DD
50002063,2024-06-14,0,101606M,FSS,2024,2452.87,PORTAL
50002064,2025-12-15,0,101606M,FSS,2025,6940.48,BANK
50002065,2020-03-28,0,101606M,SSC,2020,362.62,PORTAL
50002066,2021-03-30,0,101606M,SSC,2021,803.3,DD
50002067,2023-02-02,0,101606M,SSC,2022,98.23,DD
50002068,2023-10-24,0,101606M,SSC,2023,2625.94,BANK
50002069,2024-10-27,0,101606M,SSC,2024,2409.74,PORTAL
50002070,2025-06-30,0,101606M,SSC,2025,3289.76,COUNTER
50002071,2021-06-13,0,101614M,FSS,2021,69.88,BANK
50002072,2022-07-09,0,101614M,FSS,2022,155.41,BANK
50002073,2024-01-27,0,101614M,FSS,2023,361.15,PORTAL
50002074,2024-11-29,0,101614M,FSS,2024,134.48,BANK
50002075,2025-10-26,0,101614M,FSS,2025,2021.9,COUNTER
50002076,2021-07-08,0,101614M,CIT,2021,1163.13,PORTAL
50002077,2022-08-24,0,101614M,CIT,2022,1756.91,DD
50002078,2023-08-17,0,101614M,CIT,2023,593.46,BANK
50002079,2024-07-11,0,101614M,CIT,2024,487.15,PORTAL
50002080,2025-08-08,0,101614M,CIT,2025,765.74,DD
50002081,2022-08-02,0,101617B,CIT,2022,5.51,BANK
50002082,2023-08-02,8,101617B,CIT,2023,0.74,COUNTER
50002083,2024-08-06,0,101617B,CIT,2024,1.93,COUNTER
50002084,2025-08-17,0,101617B,CIT,2025,16.47,COUNTER
50002085,2021-08-25,0,101626A,CIT,2021,616.93,BANK
50002086,2022-08-11,0,101626A,CIT,2022,1332.15,PORTAL
50002087,2023-08-03,0,101626A,CIT,2023,871.91,BANK
50002088,2024-07-10,0,101626A,CIT,2024,2334.78,COUNTER
50002089,2025-07-18,0,101626A,CIT,2025,3183.18,COUNTER
50002090,2023-04-02,0,101626A,VAT,2023,751.07,COUNTER
50002091,2024-11-25,0,101626A,VAT,2024,3792.51,PORTAL
50002092,2025-07-24,0,101626A,VAT,2025,5852.52,PORTAL
50002093,2022-08-15,8,101632G,CIT,2022,2628.65,DD
50002094,2023-08-25,0,101632G,CIT,2023,8644.97,PORTAL
50002095,2024-08-11,0,101632G,CIT,2024,9687.94,PORTAL
50002096,2025-08-13,0,101632G,CIT,2025,3074.77,PORTAL
50002097,2021-02-01,0,101632G,FSS,2020,220.58,DD
50002098,2021-09-16,0,101632G,FSS,2021,5038.56,COUNTER
50002099,2022-05-03,0,101632G,FSS,2022,2886.03,PORTAL
50002100,2023-12-28,0,101632G,FSS,2023,5244.51,BANK
