tin,tax_type,yofa,period,trcd,sbcd,amount,txn_date,source_ref
100105A,CIT,2022,2022,20,G,-816.4,2022-06-20,R50000155
100105A,CIT,2023,2023,10,,679.36,2023-05-31,A00000160
100105A,CIT,2023,2023,20,G,-679.36,2023-06-14,R50000156
100105A,CIT,2024,2024,10,,72.16,2024-05-31,A00000161
100105A,CIT,2024,2024,20,G,-72.16,2024-06-10,R50000157
100105A,CIT,2025,2025,10,,1655.07,2025-05-31,A00000162
100105A,CIT,2025,2025,20,G,-1655.07,2025-06-21,R50000158
100114G,SSC,2023,2023,10,,1282.9,2023-11-15,A00000163
100114G,SSC,2023,2023,20,G,-1282.9,2024-02-10,R50000159
100114G,SSC,2024,2024,10,,854.94,2024-02-14,A00000164
100114G,SSC,2024,2024,20,G,-854.94,2024-03-19,R50000160
100114G,SSC,2025,2025,230,,6733.95,2025-02-13,A00000165
100114G,SSC,2025,2025,20,G,-6733.95,2025-03-10,R50000161
100123B,PIT,2023,2023,10,,2582.61,2023-05-31,A00000166
100123B,PIT,2023,2023,20,G,-2582.61,2023-07-22,R50000162
100123B,PIT,2024,2024,10,,1688.87,2024-05-31,A00000167
100123B,PIT,2024,2024,20,G,-1688.87,2024-06-28,R50000163
100123B,PIT,2025,2025,10,,4696.01,2025-05-31,A00000168
100123B,PIT,2025,2025,20,G,-4696.01,2025-08-19,R50000164
100123B,FSS,2022,2022,10,,259.35,2022-05-16,A00000169
100123B,FSS,2022,2022,20,G,-259.35,2022-07-13,R50000165
100123B,FSS,2023,2023,10,,1074.99,2023-05-16,A00000170
100123B,FSS,2023,2023,20,G,-1074.99,2023-08-07,R50000166
100123B,FSS,2024,2024,10,,108.59,2024-05-16,A00000171
100123B,FSS,2024,2024,20,G,-108.59,2024-07-04,R50000167
100123B,FSS,2025,2025,10,,313.39,2025-11-15,A00000172
100123B,FSS,2025,2025,20,G,-313.39,2025-12-15,R50000168
100126L,PIT,2020,2020,10,,428.53,2020-05-31,A00000173
100126L,PIT,2020,2020,20,G,-428.53,2020-08-17,R50000169
100126L,PIT,2021,2021,10,,388.66,2021-05-31,A00000174
100126L,PIT,2021,2021,20,G,-388.66,2021-06-28,R50000170
100126L,PIT,2022,2022,10,,783.6,2022-05-31,A00000175
100126L,PIT,2022,2022,20,G,-783.6,2022-08-04,R50000171
100126L,PIT,2023,2023,10,,2633.3,2023-05-31,A00000176
100126L,PIT,2023,2023,20,G,-2633.3,2023-06-27,R50000172
100126L,PIT,2024,2024,10,,2795.27,2024-05-31,A00000177
100126L,PIT,2024,2024,20,G,-2795.27,2024-06-27,R50000173
100126L,PIT,2025,2025,10,,5066.67,2025-05-31,A00000178
100126L,PIT,2025,2025,20,G,-5066.67,2025-07-04,R50000174
100126L,VAT,2023,2023,10,,193.64,2023-05-16,A00000179
100126L,VAT,2023,2023,20,G,-193.64,2023-06-11,R50000175
100126L,VAT,2024,2024,10,,3983.56,2024-11-15,A00000180
100126L,VAT,2024,2024,20,G,-3983.56,2025-02-09,R50000176
100126L,VAT,2025,2025,10,,2155.18,2025-08-16,A00000181
100126L,VAT,2025,2025,20,G,-2155.18,2025-10-15,R50000177
100133A,CIT,2022,2022,10,,34.9,2022-05-31,A00000182
100133A,CIT,2022,2022,70,,3.82,2022-08-09,PEN
100133A,CIT,2022,2022,60,,10.05,2026-06-01,RST
100133A,CIT,2022,2022,20,G,-10.64,2022-08-18,R50000178
100133A,CIT,2023,2023,10,,115.44,2023-05-31,A00000183
100133A,CIT,2023,2023,70,,6.25,2023-08-09,PEN
100133A,CIT,2023,2023,20,G,-80.77,2023-06-28,R50000179
100133A,CIT,2024,2024,10,,104.16,2024-05-31,A00000184
100133A,CIT,2024,2024,70,,9.04,2024-08-09,PEN
100133A,CIT,2024,2024,60,,14.37,2026-06-01,RST
100133A,CIT,2024,2024,20,G,-6.57,2024-08-17,R50000180
100133A,CIT,2025,2025,10,,753.33,2025-05-31,A00000185
100133A,CIT,2025,2025,60,,49.72,2026-06-01,RST
100133A,CIT,2025,2025,20,G,-301.33,2025-08-16,R50000181
100133A,SSC,2023,2023,10,,228.22,2023-05-16,A00000186
100133A,SSC,2023,2023,70,,14.43,2023-07-25,PEN
100133A,SSC,2023,2023,60,,49.3,2026-06-01,RST
100133A,SSC,2023,2023,20,G,-123.22,2023-06-18,R50000182
100133A,SSC,2024,2024,10,,327.76,2024-11-15,A00000187
100133A,SSC,2024,2024,70,,42.38,2025-01-24,PEN
100133A,SSC,2024,2024,20,G,-130.86,2025-01-26,R50000183
100133A,SSC,2025,2025,10,,664.79,2025-05-16,A00000188
100133A,SSC,2025,2025,70,,59.0,2025-07-25,PEN
100133A,SSC,2025,2025,60,,47.86,2026-06-01,RST
100133A,SSC,2025,2025,20,G,-143.03,2025-06-14,R50000184
100133A,VAT,2023,2023,10,,100.18,2023-05-16,A00000189
100133A,VAT,2023,2023,70,,14.01,2023-07-25,PEN
100133A,VAT,2023,2023,60,,21.64,2026-06-01,RST
100133A,VAT,2023,2023,20,G,-36.83,2023-06-27,R50000185
100133A,VAT,2024,2024,10,,205.61,2024-11-15,A00000190
100133A,VAT,2024,2024,70,,22.89,2025-01-24,PEN
100133A,VAT,2024,2024,60,,22.21,2026-06-01,RST
100133A,VAT,2024,2024,20,G,-7.93,2025-01-10,R50000186
100133A,VAT,2025,2025,10,,551.1,2025-11-15,A00000191
100133A,VAT,2025,2025,70,,50.32,2026-01-24,PEN
100133A,VAT,2025,2025,60,,16.53,2026-06-01,RST
100133A,VAT,2025,2025,20,G,-109.51,2025-12-23,R50000187
100144G,FSS,2020,2020,10,,1172.17,2020-02-14,A00000192
100144G,FSS,2020,2020,20,G,-1172.17,2020-04-04,R50000188
100144G,FSS,2021,2021,10,,1314.71,2021-11-15,A00000193
100144G,FSS,2021,2021,20,G,-1314.71,2022-01-13,R50000189
100144G,FSS,2022,2022,10,,967.88,2022-11-15,A00000194
100144G,FSS,2022,2022,20,G,-967.88,2023-01-09,R50000190
100144G,FSS,2023,2023,10,,1471.75,2023-05-16,A00000195
100144G,FSS,2023,2023,20,G,-1471.75,2023-05-31,R50000191
100144G,FSS,2024,2024,10,,2311.95,2024-05-16,A00000196
100144G,FSS,2024,2024,20,G,-2311.95,2024-05-30,R50000192
100144G,FSS,2025,2025,10,,3337.58,2025-11-15,A00000197
100144G,FSS,2025,2025,20,G,-3337.58,2025-12-06,R50000193
100144G,VAT,2023,2023,10,,1106.7,2023-05-16,A00000198
100144G,VAT,2023,2023,20,G,-1106.7,2023-07-30,R50000194
100144G,VAT,2024,2024,10,,3432.14,2024-02-14,A00000199
100144G,VAT,2024,2024,20,G,-3432.14,2024-03-06,R50000195
100144G,VAT,2025,2025,10,,7677.6,2025-08-16,A00000200
100144G,VAT,2025,2025,20,G,-7677.6,2025-10-04,R50000196
100147L,FSS,2021,2021,10,,281.66,2021-11-15,A00000201
100147L,FSS,2021,2021,20,G,-281.66,2022-01-24,R50000197
100147L,FSS,2022,2022,10,,1202.42,2022-02-13,A00000202
100147L,FSS,2022,2022,20,G,-1202.42,2022-04-11,R50000198
100147L,FSS,2023,2023,10,,2294.97,2023-08-16,A00000203
100147L,FSS,2023,2023,20,G,-2294.97,2023-10-03,R50000199
100147L,FSS,2024,2024,10,,1784.9,2024-05-16,A00000204
100147L,FSS,2024,2024,20,G,-1784.9,2024-06-03,R50000200
100147L,FSS,2025,2025,10,,6401.3,2025-02-13,A00000205
100147L,FSS,2025,2025,20,G,-6401.3,2025-03-11,R50000201
100147L,VAT,2023,2023,10,,2521.91,2023-05-16,A00000206
100147L,VAT,2023,2023,20,G,-2521.91,2023-07-24,R50000202
100147L,VAT,2024,2024,230,,2128.71,2024-02-14,A00000207
100147L,VAT,2024,2024,20,G,-2128.71,2024-05-06,R50000203
100147L,VAT,2025,2025,10,,817.33,2025-05-16,A00000208
100147L,VAT,2025,2025,20,G,-817.33,2025-08-13,R50000204
100157B,FSS,2022,2022,230,,646.26,2022-02-13,A00000209
100157B,FSS,2022,2022,20,G,-646.26,2022-04-11,R50000205
100157B,FSS,2023,2023,10,,1115.12,2023-11-15,A00000210
100157B,FSS,2023,2023,20,G,-1115.12,2024-01-10,R50000206
100157B,FSS,2024,2024,10,,1349.96,2024-02-14,A00000211
100157B,FSS,2024,2024,20,G,-1349.96,2024-02-27,R50000207
100157B,FSS,2025,2025,10,,5726.97,2025-08-16,A00000212
100157B,FSS,2025,2025,20,G,-5726.97,2025-11-03,R50000208
100162M,SSC,2022,2022,10,,3763.96,2022-11-15,A00000213
100162M,SSC,2022,2022,70,,560.48,2023-01-24,PEN
100162M,SSC,2022,2022,60,,948.52,2026-06-01,RST
100162M,SSC,2022,2022,20,G,-323.83,2023-01-07,R50000209
100162M,SSC,2023,2023,10,,5649.05,2023-02-13,A00000214
100162M,SSC,2023,2023,70,,843.26,2023-04-24,PEN
100162M,SSC,2023,2023,20,G,-1476.58,2023-03-26,R50000210
100162M,SSC,2024,2024,10,,6913.79,2024-05-16,A00000215
100162M,SSC,2024,2024,70,,740.85,2024-07-25,PEN
100162M,SSC,2024,2024,60,,995.59,2026-06-01,RST
100162M,SSC,2024,2024,20,G,-4426.34,2024-08-12,R50000211
100162M,SSC,2025,2025,10,,17096.42,2025-02-13,A00000216
100162M,SSC,2025,2025,70,,1887.04,2025-04-24,PEN
100162M,SSC,2025,2025,60,,1538.68,2026-06-01,RST
100162M,SSC,2025,2025,20,G,-970.63,2025-04-02,R50000212
100162M,PIT,2021,2021,10,,901.3,2021-05-31,A00000217
100162M,PIT,2021,2021,70,,85.14,2021-08-09,PEN
100162M,PIT,2021,2021,60,,324.47,2026-06-01,RST
100162M,PIT,2021,2021,20,G,-672.25,2021-08-02,R50000213
100162M,PIT,2022,2022,10,,806.97,2022-05-31,A00000218
100162M,PIT,2022,2022,70,,98.35,2022-08-09,PEN
100162M,PIT,2022,2022,60,,232.41,2026-06-01,RST
100162M,PIT,2022,2022,20,G,-352.38,2022-08-26,R50000214
100162M,PIT,2023,2023,10,,2383.96,2023-05-31,A00000219
100162M,PIT,2023,2023,70,,223.46,2023-08-09,PEN
100162M,PIT,2023,2023,20,G,-246.25,2023-07-21,R50000215
100162M,PIT,2024,2024,10,,3179.06,2024-05-31,A00000220
100162M,PIT,2024,2024,70,,324.52,2024-08-09,PEN
100162M,PIT,2024,2024,20,G,-1681.3,2024-07-13,R50000216
100162M,PIT,2025,2025,10,,7661.8,2025-05-31,A00000221
100162M,PIT,2025,2025,70,,660.2,2025-08-09,PEN
100162M,PIT,2025,2025,60,,505.68,2026-06-01,RST
100162M,PIT,2025,2025,20,G,-3064.72,2025-06-30,R50000217
100168L,FSS,2023,2023,10,,545.49,2023-11-15,A00000222
100168L,FSS,2023,2023,20,G,-545.49,2024-02-05,R50000218
100168L,FSS,2024,2024,10,,1267.86,2024-08-16,A00000223
100168L,FSS,2024,2024,20,G,-1267.86,2024-09-04,R50000219
100168L,FSS,2025,2025,10,,7268.73,2025-08-16,A00000224
100168L,FSS,2025,2025,20,G,-7268.73,2025-08-31,R50000220
100168L,SSC,2022,2022,10,,860.87,2022-08-16,A00000225
100168L,SSC,2022,2022,20,G,-860.87,2022-09-19,R50000221
100168L,SSC,2023,2023,10,,2538.29,2023-02-13,A00000226
100168L,SSC,2023,2023,20,G,-2538.29,2023-04-29,R50000222
100168L,SSC,2024,2024,10,,3704.59,2024-11-15,A00000227
100168L,SSC,2024,2024,20,G,-3704.59,2025-02-01,R50000223
100168L,SSC,2025,2025,10,,1248.69,2025-11-15,A00000228
100168L,SSC,2025,2025,20,G,-1248.69,2026-01-15,R50000224
100168L,CIT,2021,2021,10,,1589.7,2021-05-31,A00000229
100168L,CIT,2021,2021,20,G,-1589.7,2021-06-11,R50000225
100168L,CIT,2022,2022,10,,1107.12,2022-05-31,A00000230
100168L,CIT,2022,2022,20,G,-1107.12,2022-07-22,R50000226
100168L,CIT,2023,2023,10,,2162.75,2023-05-31,A00000231
100168L,CIT,2023,2023,20,G,-2162.75,2023-08-29,R50000227
100168L,CIT,2024,2024,10,,2161.74,2024-05-31,A00000232
100168L,CIT,2024,2024,20,G,-2161.74,2024-07-28,R50000228
100168L,CIT,2025,2025,10,,4142.14,2025-05-31,A00000233
100168L,CIT,2025,2025,20,G,-4142.14,2025-08-24,R50000229
100178B,SSC,2023,2023,10,,1319.22,2023-11-15,A00000234
100178B,SSC,2023,2023,20,G,-1319.22,2024-01-28,R50000230
100178B,SSC,2024,2024,10,,1597.52,2024-08-16,A00000235
100178B,SSC,2024,2024,20,G,-1597.52,2024-10-31,R50000231
100178B,SSC,2025,2025,10,,3676.7,2025-05-16,A00000236
100178B,SSC,2025,2025,20,G,-3676.7,2025-07-17,R50000232
100178B,CIT,2021,2021,10,,239.46,2021-05-31,A00000237
100178B,CIT,2021,2021,20,G,-239.46,2021-06-21,R50000233
100178B,CIT,2022,2022,10,,1243.72,2022-05-31,A00000238
100178B,CIT,2022,2022,20,G,-1243.72,2022-07-21,R50000234
100178B,CIT,2023,2023,10,,857.06,2023-05-31,A00000239
100178B,CIT,2023,2023,20,G,-857.06,2023-08-11,R50000235
100178B,CIT,2024,2024,10,,2790.95,2024-05-31,A00000240
100178B,CIT,2024,2024,20,G,-2790.95,2024-08-24,R50000236
100178B,CIT,2025,2025,10,,7812.75,2025-05-31,A00000241
100178B,CIT,2025,2025,20,G,-7812.75,2025-08-23,R50000237
100183L,CIT,2020,2020,10,,29.54,2020-05-31,A00000242
100183L,CIT,2020,2020,70,,3.0,2020-08-09,PEN
100183L,CIT,2020,2020,60,,12.76,2026-06-01,RST
100183L,CIT,2020,2020,20,G,-8.96,2020-07-19,R50000238
100183L,CIT,2021,2021,10,,175.45,2021-05-31,A00000243
100183L,CIT,2021,2021,70,,11.67,2021-08-09,PEN
100183L,CIT,2021,2021,60,,63.16,2026-06-01,RST
100183L,CIT,2021,2021,20,G,-48.73,2021-08-19,R50000239
100183L,CIT,2022,2022,10,,118.13,2022-05-31,A00000244
100183L,CIT,2022,2022,60,,34.02,2026-06-01,RST
100183L,CIT,2022,2022,20,G,-77.48,2022-06-11,R50000240
100183L,CIT,2023,2023,10,,182.84,2023-05-31,A00000245
100183L,CIT,2023,2023,70,,12.06,2023-08-09,PEN
100183L,CIT,2023,2023,20,G,-121.56,2023-07-06,R50000241
100183L,CIT,2024,2024,10,,380.15,2024-05-31,A00000246
100183L,CIT,2024,2024,70,,52.5,2024-08-09,PEN
100183L,CIT,2024,2024,60,,52.46,2026-06-01,RST
100183L,CIT,2024,2024,20,G,-217.65,2024-08-14,R50000242
100183L,CIT,2025,2025,230,,650.54,2025-05-31,A00000247
100183L,CIT,2025,2025,70,,81.55,2025-08-09,PEN
100183L,CIT,2025,2025,60,,42.94,2026-06-01,RST
100183L,CIT,2025,2025,20,G,-260.22,2025-07-21,R50000243
100183L,VAT,2023,2023,10,,72.95,2023-02-13,A00000248
100183L,VAT,2023,2023,60,,17.07,2026-06-01,RST
100183L,VAT,2023,2023,20,G,-52.06,2023-02-26,R50000244
100183L,VAT,2024,2024,10,,300.39,2024-02-14,A00000249
100183L,VAT,2024,2024,70,,35.39,2024-04-24,PEN
100183L,VAT,2024,2024,60,,48.66,2026-06-01,RST
100183L,VAT,2024,2024,20,G,-160.78,2024-03-18,R50000245
100183L,VAT,2025,2025,10,,523.76,2025-02-13,A00000250
100183L,VAT,2025,2025,70,,68.58,2025-04-24,PEN
100183L,VAT,2025,2025,60,,47.14,2026-06-01,RST
100183L,VAT,2025,2025,20,G,-209.5,2025-03-13,R50000246
100192M,VAT,2023,2023,10,,2050.31,2023-05-16,A00000251
100192M,VAT,2023,2023,20,G,-2050.31,2023-06-29,R50000247
100192M,VAT,2024,2024,10,,240.28,2024-05-16,A00000252
100192M,VAT,2024,2024,20,G,-240.28,2024-07-16,R50000248
100192M,VAT,2025,2025,10,,4944.4,2025-05-16,A00000253
100192M,VAT,2025,2025,20,G,-4944.4,2025-06-23,R50000249
100192M,SSC,2021,2021,230,,20.72,2021-02-13,A00000254
100192M,SSC,2021,2021,20,G,-20.72,2021-03-09,R50000250
100192M,SSC,2022,2022,10,,307.14,2022-08-16,A00000255
100192M,SSC,2022,2022,20,G,-307.14,2022-09-24,R50000251
100192M,SSC,2023,2023,10,,1506.31,2023-08-16,A00000256
100192M,SSC,2023,2023,20,G,-1506.31,2023-10-01,R50000252
100192M,SSC,2024,2024,10,,2662.03,2024-08-16,A00000257
100192M,SSC,2024,2024,20,G,-2662.03,2024-10-11,R50000253
100192M,SSC,2025,2025,10,,5912.91,2025-02-13,A00000258
100192M,SSC,2025,2025,20,G,-5912.91,2025-04-23,R50000254
100192M,CIT,2023,2023,10,,273.53,2023-05-31,A00000259
100192M,CIT,2023,2023,20,G,-273.53,2023-08-20,R50000255
100192M,CIT,2024,2024,10,,2635.9,2024-05-31,A00000260
100192M,CIT,2024,2024,20,G,-2635.9,2024-06-28,R50000256
100192M,CIT,2025,2025,10,,4133.11,2025-05-31,A00000261
100192M,CIT,2025,2025,20,G,-4133.11,2025-08-15,R50000257
100196L,SSC,2021,2021,10,,1279.78,2021-05-16,A00000262
100196L,SSC,2021,2021,20,G,-1279.78,2021-07-23,R50000258
100196L,SSC,2022,2022,10,,404.58,2022-02-13,A00000263
100196L,SSC,2022,2022,20,G,-404.58,2022-05-02,R50000259
100196L,SSC,2023,2023,10,,1208.76,2023-11-15,A00000264
100196L,SSC,2023,2023,20,G,-1208.76,2023-12-30,R50000260
100196L,SSC,2024,2024,10,,677.77,2024-05-16,A00000265
100196L,SSC,2024,2024,20,G,-677.77,2024-07-18,R50000261
100196L,SSC,2025,2025,10,,2207.18,2025-08-16,A00000266
100196L,SSC,2025,2025,20,G,-2207.18,2025-09-08,R50000262
100204G,VAT,2022,2022,10,,1135.13,2022-02-13,A00000267
100204G,VAT,2022,2022,20,G,-1135.13,2022-05-01,R50000263
100204G,VAT,2023,2023,10,,1453.97,2023-05-16,A00000268
100204G,VAT,2023,2023,20,G,-1453.97,2023-07-31,R50000264
100204G,VAT,2024,2024,10,,2371.68,2024-11-15,A00000269
100204G,VAT,2024,2024,20,G,-2371.68,2025-01-24,R50000265
100204G,VAT,2025,2025,10,,1867.94,2025-08-16,A00000270
100204G,VAT,2025,2025,20,G,-1867.94,2025-10-28,R50000266
100204G,CIT,2020,2020,10,,173.67,2020-05-31,A00000271
100204G,CIT,2020,2020,20,G,-173.67,2020-08-10,R50000267
100204G,CIT,2021,2021,230,,1450.17,2021-05-31,A00000272
100204G,CIT,2021,2021,20,G,-1450.17,2021-08-14,R50000268
100204G,CIT,2022,2022,10,,1020.91,2022-05-31,A00000273
100204G,CIT,2022,2022,20,G,-1020.91,2022-06-25,R50000269
100204G,CIT,2023,2023,10,,1896.8,2023-05-31,A00000274
100204G,CIT,2023,2023,20,G,-1896.8,2023-07-04,R50000270
100204G,CIT,2024,2024,10,,805.17,2024-05-31,A00000275
100204G,CIT,2024,2024,20,G,-805.17,2024-08-22,R50000271
100204G,CIT,2025,2025,10,,441.69,2025-05-31,A00000276
100204G,CIT,2025,2025,20,G,-441.69,2025-08-19,R50000272
100204G,FSS,2022,2022,10,,551.71,2022-02-13,A00000277
100204G,FSS,2022,2022,20,G,-551.71,2022-04-06,R50000273
100204G,FSS,2023,2023,10,,1287.14,2023-05-16,A00000278
100204G,FSS,2023,2023,20,G,-1287.14,2023-07-23,R50000274
100204G,FSS,2024,2024,10,,1717.14,2024-05-16,A00000279
100204G,FSS,2024,2024,20,G,-1717.14,2024-05-27,R50000275
100204G,FSS,2025,2025,10,,2129.89,2025-02-13,A00000280
100204G,FSS,2025,2025,20,G,-2129.89,2025-03-10,R50000276
100204G,CIT,2021,2021,10,,175.62,2021-05-31,A00000281
100204G,CIT,2021,2021,20,G,-175.62,2021-06-16,R50000277
100204G,CIT,2022,2022,10,,1342.55,2022-05-31,A00000282
100204G,CIT,2022,2022,20,G,-1342.55,2022-07-19,R50000278
100204G,CIT,2023,2023,10,,604.49,2023-05-31,A00000283
100204G,CIT,2023,2023,20,G,-604.49,2023-08-13,R50000279
100204G,CIT,2024,2024,10,,2033.0,2024-05-31,A00000284
100204G,CIT,2024,2024,20,G,-2033.0,2024-07-13,R50000280
100204G,CIT,2025,2025,10,,7889.7,2025-05-31,A00000285
100204G,CIT,2025,2025,20,G,-7889.7,2025-06-20,R50000281
100212M,VAT,2023,2023,10,,8040.32,2023-11-15,A00000286
100212M,VAT,2023,2023,60,,1447.26,2026-06-01,RST
100212M,VAT,2023,2023,20,G,-513.33,2023-12-02,R50000282
100212M,VAT,2024,2024,230,,14111.81,2024-11-15,A00000287
100212M,VAT,2024,2024,70,,1336.02,2025-01-24,PEN
100212M,VAT,2024,2024,60,,1524.08,2026-06-01,RST
100212M,VAT,2024,2024,20,G,-9536.63,2025-02-11,R50000283
100212M,VAT,2025,2025,10,,38862.91,2025-05-16,A00000288
100212M,VAT,2025,2025,70,,3001.33,2025-07-25,PEN
100212M,VAT,2025,2025,60,,2798.13,2026-06-01,RST
100212M,VAT,2025,2025,20,G,-2896.72,2025-07-30,R50000284
100212M,PIT,2021,2021,230,,10026.21,2021-05-31,A00000289
100212M,PIT,2021,2021,70,,1420.5,2021-08-09,PEN
100212M,PIT,2021,2021,60,,3609.44,2026-06-01,RST
100212M,PIT,2021,2021,20,G,-4593.72,2021-06-30,R50000285
100212M,PIT,2022,2022,10,,11547.07,2022-05-31,A00000290
100212M,PIT,2022,2022,70,,1092.64,2022-08-09,PEN
100212M,PIT,2022,2022,20,G,-4773.14,2022-08-19,R50000286
100212M,PIT,2023,2023,230,,9796.13,2023-05-31,A00000291
100212M,PIT,2023,2023,70,,524.88,2023-08-09,PEN
100212M,PIT,2023,2023,60,,2057.19,2026-06-01,RST
100212M,PIT,2023,2023,20,G,-5714.0,2023-08-12,R50000287
100212M,PIT,2024,2024,230,,11728.29,2024-05-31,A00000292
100212M,PIT,2024,2024,70,,1083.39,2024-08-09,PEN
100212M,PIT,2024,2024,60,,1618.5,2026-06-01,RST
100212M,PIT,2024,2024,20,G,-8251.65,2024-08-17,R50000288
100212M,PIT,2025,2025,10,,19205.39,2025-05-31,A00000293
100212M,PIT,2025,2025,70,,1049.42,2025-08-09,PEN
100212M,PIT,2025,2025,60,,1267.56,2026-06-01,RST
100212M,PIT,2025,2025,20,G,-7607.24,2025-08-06,R50000289
100217H,FSS,2021,2021,10,,474.05,2021-11-15,A00000294
100217H,FSS,2021,2021,20,G,-474.05,2021-11-28,R50000290
100217H,FSS,2022,2022,10,,612.46,2022-05-16,A00000295
100217H,FSS,2022,2022,20,G,-612.46,2022-08-04,R50000291
100217H,FSS,2023,2023,10,,1863.11,2023-05-16,A00000296
100217H,FSS,2023,2023,20,G,-1863.11,2023-07-08,R50000292
100217H,FSS,2024,2024,10,,3899.16,2024-02-14,A00000297
100217H,FSS,2024,2024,20,G,-3899.16,2024-05-07,R50000293
100217H,FSS,2025,2025,10,,2241.39,2025-02-13,A00000298
100217H,FSS,2025,2025,20,G,-2241.39,2025-04-20,R50000294
100228G,VAT,2020,2020,10,,90.35,2020-05-16,A00000299
100228G,VAT,2020,2020,20,G,-90.35,2020-07-01,R50000295
100228G,VAT,2021,2021,10,,598.79,2021-08-16,A00000300
100228G,VAT,2021,2021,20,G,-598.79,2021-08-31,R50000296
100228G,VAT,2022,2022,230,,1654.17,2022-11-15,A00000301
100228G,VAT,2022,2022,20,G,-1654.17,2023-01-11,R50000297
100228G,VAT,2023,2023,10,,1462.23,2023-02-13,A00000302
100228G,VAT,2023,2023,20,G,-1462.23,2023-02-24,R50000298
100228G,VAT,2024,2024,10,,581.2,2024-02-14,A00000303
100228G,VAT,2024,2024,20,G,-581.2,2024-05-12,R50000299
100228G,VAT,2025,2025,10,,572.64,2025-08-16,A00000304
100228G,VAT,2025,2025,20,G,-572.64,2025-10-28,R50000300
100232A,CIT,2020,2020,10,,8.01,2020-05-31,A00000305
100232A,CIT,2020,2020,70,,1.02,2020-08-09,PEN
100232A,CIT,2020,2020,60,,3.46,2026-06-01,RST
100232A,CIT,2020,2020,20,G,-1.19,2020-08-05,R50000301
100232A,CIT,2021,2021,10,,4.45,2021-05-31,A00000306
100232A,CIT,2021,2021,70,,0.3,2021-08-09,PEN
100232A,CIT,2021,2021,60,,1.6,2026-06-01,RST
100232A,CIT,2021,2021,20,G,-2.32,2021-07-29,R50000302
100232A,CIT,2022,2022,10,,7.58,2022-05-31,A00000307
100232A,CIT,2022,2022,70,,0.63,2022-08-09,PEN
100232A,CIT,2022,2022,60,,2.18,2026-06-01,RST
100232A,CIT,2022,2022,20,G,-4.39,2022-07-09,R50000303
100232A,CIT,2023,2023,10,,14.38,2023-05-31,A00000308
100232A,CIT,2023,2023,70,,1.79,2023-08-09,PEN
100232A,CIT,2023,2023,60,,3.02,2026-06-01,RST
100232A,CIT,2023,2023,20,G,-2.71,2023-07-26,R50000304
100232A,CIT,2024,2024,10,,14.48,2024-05-31,A00000309
100232A,CIT,2024,2024,70,,0.92,2024-08-09,PEN
100232A,CIT,2024,2024,60,,2.0,2026-06-01,RST
100232A,CIT,2024,2024,20,G,-2.2,2024-08-19,R50000305
100232A,CIT,2025,2025,10,,70.28,2025-05-31,A00000310
100232A,CIT,2025,2025,70,,9.48,2025-08-09,PEN
100232A,CIT,2025,2025,60,,4.64,2026-06-01,RST
100232A,CIT,2025,2025,20,G,-10.92,2025-07-23,R50000306
100232A,SSC,2021,2021,10,,10.65,2021-05-16,A00000311
100232A,SSC,2021,2021,70,,1.15,2021-07-25,PEN
100232A,SSC,2021,2021,60,,3.83,2026-06-01,RST
100232A,SSC,2021,2021,20,G,-0.87,2021-06-01,R50000307
100232A,SSC,2022,2022,10,,18.07,2022-08-16,A00000312
100232A,SSC,2022,2022,70,,2.69,2022-10-25,PEN
100232A,SSC,2022,2022,20,G,-3.35,2022-09-24,R50000308
100232A,SSC,2023,2023,10,,23.7,2023-02-13,A00000313
100232A,SSC,2023,2023,60,,5.55,2026-06-01,RST
100232A,SSC,2023,2023,20,G,-14.56,2023-04-06,R50000309
100232A,SSC,2024,2024,10,,14.26,2024-08-16,A00000314
100232A,SSC,2024,2024,70,,1.57,2024-10-25,PEN
100232A,SSC,2024,2024,60,,1.8,2026-06-01,RST
100232A,SSC,2024,2024,20,G,-1.53,2024-09-10,R50000310
100232A,SSC,2025,2025,10,,73.95,2025-11-15,A00000315
100232A,SSC,2025,2025,70,,8.82,2026-01-24,PEN
100232A,SSC,2025,2025,60,,2.22,2026-06-01,RST
100232A,SSC,2025,2025,20,G,-18.14,2025-11-29,R50000311
100238A,VAT,2022,2022,10,,4.89,2022-11-15,A00000316
100238A,VAT,2022,2022,70,,0.62,2023-01-24,PEN
100238A,VAT,2022,2022,60,,1.23,2026-06-01,RST
100238A,VAT,2023,2023,10,,5.77,2023-08-16,A00000317
100238A,VAT,2023,2023,70,,0.86,2023-10-25,PEN
100238A,VAT,2023,2023,60,,1.14,2026-06-01,RST
100238A,VAT,2023,2023,20,G,-2.7,2023-11-14,R50000312
100238A,VAT,2024,2024,10,,8.12,2024-08-16,A00000318
100238A,VAT,2024,2024,70,,0.62,2024-10-25,PEN
100238A,VAT,2024,2024,60,,1.02,2026-06-01,RST
100238A,VAT,2024,2024,20,G,-3.99,2024-08-30,R50000313
100238A,VAT,2025,2025,10,,24.51,2025-08-16,A00000319
100238A,VAT,2025,2025,60,,1.18,2026-06-01,RST
100238A,VAT,2025,2025,20,G,-9.8,2025-08-28,R50000314
100238A,SSC,2022,2022,10,,6.34,2022-02-13,A00000320
100238A,SSC,2022,2022,60,,1.94,2026-06-01,RST
100238A,SSC,2022,2022,20,G,-1.5,2022-03-02,R50000315
